Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
1999-2000,All,20 and over,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,20 and over,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,20 and over,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
1999-2000,All,20 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
1999-2000,All,20 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,All,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,19-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,5-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,11-Jun,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,19-Dec,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,19-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,5-Feb,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,11-Jun,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,19-Dec,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,19-Feb,All,Calcium,978.2,21.6,935.5,"1,020.90",,,,
2001-2002,All,19-Feb,Non-Hispanic White,Calcium,"1,021.90",38.2,946.5,"1,097.40",,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Calcium,795.1,19,757.5,832.8,,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Calcium,987.8,40.1,908.7,"1,067.00",,,,
2001-2002,All,5-Feb,All,Calcium,967,33.4,901,"1,033.00",,,,
2001-2002,All,11-Jun,All,Calcium,964.6,19.7,925.7,"1,003.50",,,,
2001-2002,All,19-Dec,All,Calcium,993.8,33.7,927.3,"1,060.40",,,,
2001-2002,All,20 and over,All,Calcium,872.2,19.3,834.1,910.3,,,,
2001-2002,All,20 and over,Non-Hispanic White,Calcium,928.3,26.3,876.4,980.1,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Calcium,653,21.8,609.9,696.2,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Calcium,879.1,19.2,841.1,917.1,,,,
2001-2002,All,20-29,All,Calcium,979.3,48.3,883.9,"1,074.70",,,,
2001-2002,All,30-39,All,Calcium,958,35.2,888.6,"1,027.50",,,,
2001-2002,All,40-49,All,Calcium,864.9,32.3,801.1,928.7,,,,
2001-2002,All,50-59,All,Calcium,817.2,24.7,768.3,866,,,,
2001-2002,All,60-69,All,Calcium,749.1,31.1,687.6,810.7,,,,
2001-2002,All,70 and over,All,Calcium,725,19.6,686.3,763.7,,,,
2001-2002,Female,19-Feb,All,Calcium,849.5,16.4,817,882,,,,
2001-2002,Female,5-Feb,All,Calcium,911.1,38.3,835.4,986.7,,,,
2001-2002,Female,11-Jun,All,Calcium,847.5,22.7,802.6,892.4,,,,
2001-2002,Female,19-Dec,All,Calcium,820.2,33.1,754.9,885.6,,,,
2001-2002,Female,20 and over,All,Calcium,758.6,17.1,724.7,792.5,,,,
2001-2002,Female,20-29,All,Calcium,829.4,28.5,773.1,885.7,,,,
2001-2002,Female,30-39,All,Calcium,824.5,40.7,744.2,904.9,,,,
2001-2002,Female,40-49,All,Calcium,745.5,33.8,678.7,812.2,,,,
2001-2002,Female,50-59,All,Calcium,748.1,24.6,699.6,796.6,,,,
2001-2002,Female,60-69,All,Calcium,652.3,17.1,618.4,686.1,,,,
2001-2002,Female,70 and over,All,Calcium,664.1,29.5,605.8,722.4,,,,
2001-2002,Male,19-Feb,All,Calcium,"1,106.70",32.4,"1,042.80","1,170.60",,,,
2001-2002,Male,5-Feb,All,Calcium,"1,029.20",38.3,953.5,"1,104.90",,,,
2001-2002,Male,11-Jun,All,Calcium,"1,071.50",42.4,987.6,"1,155.30",,,,
2001-2002,Male,19-Dec,All,Calcium,"1,170.00",42.8,"1,085.50","1,254.50",,,,
2001-2002,Male,20 and over,All,Calcium,994.2,29.9,935.1,"1,053.30",,,,
2001-2002,Male,20-29,All,Calcium,"1,150.20",90.9,970.5,"1,329.80",,,,
2001-2002,Male,30-39,All,Calcium,"1,094.80",46.8,"1,002.30","1,187.40",,,,
2001-2002,Male,40-49,All,Calcium,977.8,40.6,897.6,"1,058.00",,,,
2001-2002,Male,50-59,All,Calcium,883,42.1,799.8,966.2,,,,
2001-2002,Male,60-69,All,Calcium,873.1,55.2,764,982.2,,,,
2001-2002,Male,70 and over,All,Calcium,807.6,25.3,757.6,857.7,,,,
2001-2002,All,19-Feb,All,Dietary Fiber,12.6,0.2,12.1,13,,,,
2001-2002,All,19-Feb,Non-Hispanic White,Dietary Fiber,12.4,0.3,11.8,13,,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Dietary Fiber,11.9,0.4,11.2,12.7,,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Dietary Fiber,13.9,0.4,13.1,14.8,,,,
2001-2002,All,5-Feb,All,Dietary Fiber,10.7,0.3,10.2,11.2,,,,
2001-2002,All,11-Jun,All,Dietary Fiber,12.4,0.3,11.9,12.9,,,,
2001-2002,All,19-Dec,All,Dietary Fiber,13.6,0.4,12.9,14.3,,,,
2001-2002,All,20 and over,All,Dietary Fiber,16.2,0.4,15.5,17,,,,
2001-2002,All,20 and over,Non-Hispanic White,Dietary Fiber,16.5,0.5,15.6,17.4,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Dietary Fiber,14.1,0.7,12.8,15.5,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Dietary Fiber,18.5,0.5,17.5,19.4,,,,
2001-2002,All,20-29,All,Dietary Fiber,15.6,0.8,14.1,17.2,,,,
2001-2002,All,30-39,All,Dietary Fiber,16.4,0.5,15.3,17.4,,,,
2001-2002,All,40-49,All,Dietary Fiber,17,0.7,15.7,18.3,,,,
2001-2002,All,50-59,All,Dietary Fiber,16,0.7,14.7,17.4,,,,
2001-2002,All,60-69,All,Dietary Fiber,16.9,0.7,15.5,18.3,,,,
2001-2002,All,70 and over,All,Dietary Fiber,15.2,0.5,14.3,16.2,,,,
2001-2002,Female,19-Feb,All,Dietary Fiber,11.5,0.2,11,11.9,,,,
2001-2002,Female,5-Feb,All,Dietary Fiber,10.4,0.4,9.7,11.2,,,,
2001-2002,Female,11-Jun,All,Dietary Fiber,11.7,0.4,11,12.4,,,,
2001-2002,Female,19-Dec,All,Dietary Fiber,11.8,0.3,11.2,12.4,,,,
2001-2002,Female,20 and over,All,Dietary Fiber,14.5,0.3,14,15,,,,
2001-2002,Female,20-29,All,Dietary Fiber,13.9,0.4,13,14.7,,,,
2001-2002,Female,30-39,All,Dietary Fiber,14.1,0.6,12.9,15.3,,,,
2001-2002,Female,40-49,All,Dietary Fiber,14.7,0.4,13.8,15.5,,,,
2001-2002,Female,50-59,All,Dietary Fiber,14.8,0.7,13.5,16.2,,,,
2001-2002,Female,60-69,All,Dietary Fiber,15.8,0.8,14.3,17.3,,,,
2001-2002,Female,70 and over,All,Dietary Fiber,14.1,0.7,12.7,15.4,,,,
2001-2002,Male,19-Feb,All,Dietary Fiber,13.7,0.4,13,14.4,,,,
2001-2002,Male,5-Feb,All,Dietary Fiber,11,0.3,10.3,11.6,,,,
2001-2002,Male,11-Jun,All,Dietary Fiber,13,0.4,12.3,13.8,,,,
2001-2002,Male,19-Dec,All,Dietary Fiber,15.4,0.6,14.3,16.6,,,,
2001-2002,Male,20 and over,All,Dietary Fiber,18.2,0.6,17.1,19.2,,,,
2001-2002,Male,20-29,All,Dietary Fiber,17.7,1.4,15,20.4,,,,
2001-2002,Male,30-39,All,Dietary Fiber,18.7,0.6,17.5,19.9,,,,
2001-2002,Male,40-49,All,Dietary Fiber,19.3,1,17.3,21.2,,,,
2001-2002,Male,50-59,All,Dietary Fiber,17.1,1,15.1,19.2,,,,
2001-2002,Male,60-69,All,Dietary Fiber,18.3,0.9,16.5,20.1,,,,
2001-2002,Male,70 and over,All,Dietary Fiber,16.9,0.6,15.7,18,,,,
2001-2002,All,19-Feb,All,Iron,14.8,0.3,14.3,15.3,,,,
2001-2002,All,19-Feb,Non-Hispanic White,Iron,14.6,0.4,13.9,15.4,,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Iron,14.6,0.5,13.7,15.6,,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Iron,15.3,0.6,14.1,16.4,,,,
2001-2002,All,5-Feb,All,Iron,12.5,0.3,11.9,13,,,,
2001-2002,All,11-Jun,All,Iron,14.4,0.3,13.8,15.1,,,,
2001-2002,All,19-Dec,All,Iron,16.2,0.4,15.5,17,,,,
2001-2002,All,20 and over,All,Iron,15.8,0.3,15.1,16.4,,,,
2001-2002,All,20 and over,Non-Hispanic White,Iron,16.1,0.4,15.3,16.9,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Iron,14.8,0.6,13.6,16,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Iron,15.9,0.6,14.6,17.2,,,,
2001-2002,All,20-29,All,Iron,17.2,0.6,16,18.4,,,,
2001-2002,All,30-39,All,Iron,16.5,0.6,15.3,17.8,,,,
2001-2002,All,40-49,All,Iron,15.7,0.4,14.9,16.5,,,,
2001-2002,All,50-59,All,Iron,14.7,0.5,13.7,15.7,,,,
2001-2002,All,60-69,All,Iron,15.1,0.6,14,16.3,,,,
2001-2002,All,70 and over,All,Iron,13.9,0.3,13.3,14.4,,,,
2001-2002,Female,19-Feb,All,Iron,12.9,0.2,12.5,13.4,,,,
2001-2002,Female,5-Feb,All,Iron,12,0.4,11.1,12.8,,,,
2001-2002,Female,11-Jun,All,Iron,12.7,0.3,12.1,13.2,,,,
2001-2002,Female,19-Dec,All,Iron,13.6,0.4,12.8,14.4,,,,
2001-2002,Female,20 and over,All,Iron,13.4,0.2,13,13.9,,,,
2001-2002,Female,20-29,All,Iron,14.7,0.5,13.8,15.6,,,,
2001-2002,Female,30-39,All,Iron,13.5,0.5,12.5,14.4,,,,
2001-2002,Female,40-49,All,Iron,13,0.3,12.4,13.6,,,,
2001-2002,Female,50-59,All,Iron,13.1,0.5,12,14.1,,,,
2001-2002,Female,60-69,All,Iron,13.2,0.5,12.1,14.2,,,,
2001-2002,Female,70 and over,All,Iron,12.5,0.3,11.9,13.2,,,,
2001-2002,Male,19-Feb,All,Iron,16.7,0.4,15.8,17.5,,,,
2001-2002,Male,5-Feb,All,Iron,13,0.4,12.3,13.8,,,,
2001-2002,Male,11-Jun,All,Iron,16,0.5,15.1,17,,,,
2001-2002,Male,19-Dec,All,Iron,18.9,0.6,17.7,20.1,,,,
2001-2002,Male,20 and over,All,Iron,18.3,0.5,17.3,19.2,,,,
2001-2002,Male,20-29,All,Iron,20.1,1,18.1,22.2,,,,
2001-2002,Male,30-39,All,Iron,19.7,0.8,18.1,21.2,,,,
2001-2002,Male,40-49,All,Iron,18.3,0.7,16.9,19.6,,,,
2001-2002,Male,50-59,All,Iron,16.2,0.8,14.7,17.8,,,,
2001-2002,Male,60-69,All,Iron,17.6,0.9,15.9,19.4,,,,
2001-2002,Male,70 and over,All,Iron,15.6,0.3,15,16.3,,,,
2001-2002,All,19-Feb,All,Potassium,"2,271.40",42.6,"2,187.20","2,355.60",,,,
2001-2002,All,19-Feb,Non-Hispanic White,Potassium,"2,255.40",61.4,"2,134.00","2,376.80",,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Potassium,"2,170.20",63.3,"2,045.20","2,295.20",,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Potassium,"2,371.50",62.8,"2,247.30","2,495.60",,,,
2001-2002,All,5-Feb,All,Potassium,"2,107.90",44.7,"2,019.60","2,196.10",,,,
2001-2002,All,11-Jun,All,Potassium,"2,191.60",58.1,"2,076.70","2,306.50",,,,
2001-2002,All,19-Dec,All,Potassium,"2,409.70",48.8,"2,313.30","2,506.10",,,,
2001-2002,All,20 and over,All,Potassium,"2,765.90",41.9,"2,683.10","2,848.80",,,,
2001-2002,All,20 and over,Non-Hispanic White,Potassium,"2,859.70",59.6,"2,742.00","2,977.50",,,,
2001-2002,All,20 and over,Non-Hispanic Black,Potassium,"2,362.00",81.5,"2,201.00","2,523.00",,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Potassium,"2,762.00",64.2,"2,635.30","2,888.80",,,,
2001-2002,All,20-29,All,Potassium,"2,646.40",103.9,"2,441.10","2,851.70",,,,
2001-2002,All,30-39,All,Potassium,"2,902.80",74.2,"2,756.30","3,049.30",,,,
2001-2002,All,40-49,All,Potassium,"2,882.20",62.3,"2,759.10","3,005.40",,,,
2001-2002,All,50-59,All,Potassium,"2,807.70",67.6,"2,674.20","2,941.10",,,,
2001-2002,All,60-69,All,Potassium,"2,703.20",74.1,"2,556.70","2,849.60",,,,
2001-2002,All,70 and over,All,Potassium,"2,486.80",49.7,"2,388.70","2,585.00",,,,
2001-2002,Female,19-Feb,All,Potassium,"2,026.90",41.2,"1,945.60","2,108.30",,,,
2001-2002,Female,5-Feb,All,Potassium,"2,010.80",58.1,"1,896.10","2,125.50",,,,
2001-2002,Female,11-Jun,All,Potassium,"2,028.50",60.4,"1,909.20","2,147.80",,,,
2001-2002,Female,19-Dec,All,Potassium,"2,033.90",47.5,"1,940.00","2,127.80",,,,
2001-2002,Female,20 and over,All,Potassium,"2,382.90",36.3,"2,311.30","2,454.50",,,,
2001-2002,Female,20-29,All,Potassium,"2,205.70",42.9,"2,120.90","2,290.50",,,,
2001-2002,Female,30-39,All,Potassium,"2,438.50",86.5,"2,267.70","2,609.30",,,,
2001-2002,Female,40-49,All,Potassium,"2,464.20",56.3,"2,353.00","2,575.30",,,,
2001-2002,Female,50-59,All,Potassium,"2,500.80",69.4,"2,363.70","2,637.80",,,,
2001-2002,Female,60-69,All,Potassium,"2,427.00",59,"2,310.40","2,543.60",,,,
2001-2002,Female,70 and over,All,Potassium,"2,263.00",76.4,"2,112.10","2,413.90",,,,
2001-2002,Male,19-Feb,All,Potassium,"2,515.40",64.1,"2,388.80","2,642.10",,,,
2001-2002,Male,5-Feb,All,Potassium,"2,215.80",52.9,"2,111.40","2,320.20",,,,
2001-2002,Male,11-Jun,All,Potassium,"2,340.50",79.3,"2,183.70","2,497.20",,,,
2001-2002,Male,19-Dec,All,Potassium,"2,791.00",81.2,"2,630.60","2,951.40",,,,
2001-2002,Male,20 and over,All,Potassium,"3,177.00",72.1,"3,034.50","3,319.60",,,,
2001-2002,Male,20-29,All,Potassium,"3,148.70",226.3,"2,701.70","3,595.70",,,,
2001-2002,Male,30-39,All,Potassium,"3,378.60",85.1,"3,210.50","3,546.60",,,,
2001-2002,Male,40-49,All,Potassium,"3,277.60",86.3,"3,107.00","3,448.10",,,,
2001-2002,Male,50-59,All,Potassium,"3,100.20",103.9,"2,895.10","3,305.40",,,,
2001-2002,Male,60-69,All,Potassium,"3,056.60",124.5,"2,810.70","3,302.60",,,,
2001-2002,Male,70 and over,All,Potassium,"2,790.10",51.3,"2,688.80","2,891.40",,,,
2001-2002,All,19-Feb,All,Saturated Fat,26.1,0.3,25.5,26.7,,,,
2001-2002,All,19-Feb,Non-Hispanic White,Saturated Fat,25.8,0.5,24.9,26.7,,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Saturated Fat,26.4,0.6,25.2,27.6,,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Saturated Fat,26.3,0.6,25.2,27.4,,,,
2001-2002,All,5-Feb,All,Saturated Fat,21.7,0.3,21.1,22.3,,,,
2001-2002,All,11-Jun,All,Saturated Fat,25.3,0.4,24.5,26.1,,,,
2001-2002,All,19-Dec,All,Saturated Fat,28.8,0.7,27.4,30.1,,,,
2001-2002,All,20 and over,All,Saturated Fat,26.6,0.4,25.8,27.4,,,,
2001-2002,All,20 and over,Non-Hispanic White,Saturated Fat,27.5,0.5,26.4,28.5,,,,
2001-2002,All,20 and over,Non-Hispanic Black,Saturated Fat,24.7,0.6,23.6,25.8,,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Saturated Fat,26.3,1.3,23.7,28.8,,,,
2001-2002,All,20-29,All,Saturated Fat,29.7,1.1,27.4,31.9,,,,
2001-2002,All,30-39,All,Saturated Fat,29.5,1,27.5,31.4,,,,
2001-2002,All,40-49,All,Saturated Fat,28.2,0.7,26.7,29.7,,,,
2001-2002,All,50-59,All,Saturated Fat,24.6,0.7,23.3,26,,,,
2001-2002,All,60-69,All,Saturated Fat,22.3,0.8,20.7,24,,,,
2001-2002,All,70 and over,All,Saturated Fat,19.2,0.4,18.4,20,,,,
2001-2002,Female,19-Feb,All,Saturated Fat,23,0.4,22.3,23.7,,,,
2001-2002,Female,5-Feb,All,Saturated Fat,20.6,0.4,19.9,21.3,,,,
2001-2002,Female,11-Jun,All,Saturated Fat,23.2,0.6,22,24.4,,,,
2001-2002,Female,19-Dec,All,Saturated Fat,24.1,0.6,22.9,25.3,,,,
2001-2002,Female,20 and over,All,Saturated Fat,22,0.3,21.5,22.5,,,,
2001-2002,Female,20-29,All,Saturated Fat,24.9,0.8,23.3,26.5,,,,
2001-2002,Female,30-39,All,Saturated Fat,24.1,1.2,21.7,26.5,,,,
2001-2002,Female,40-49,All,Saturated Fat,22.8,0.7,21.5,24.2,,,,
2001-2002,Female,50-59,All,Saturated Fat,20.7,0.6,19.5,22,,,,
2001-2002,Female,60-69,All,Saturated Fat,18.8,0.7,17.5,20.2,,,,
2001-2002,Female,70 and over,All,Saturated Fat,16.6,0.5,15.6,17.5,,,,
2001-2002,Male,19-Feb,All,Saturated Fat,29.2,0.5,28.2,30.2,,,,
2001-2002,Male,5-Feb,All,Saturated Fat,22.9,0.7,21.5,24.3,,,,
2001-2002,Male,11-Jun,All,Saturated Fat,27.3,1,25.4,29.2,,,,
2001-2002,Male,19-Dec,All,Saturated Fat,33.5,1,31.6,35.4,,,,
2001-2002,Male,20 and over,All,Saturated Fat,31.6,0.7,30.1,33,,,,
2001-2002,Male,20-29,All,Saturated Fat,35.1,2.2,30.7,39.5,,,,
2001-2002,Male,30-39,All,Saturated Fat,35,1.5,31.9,38,,,,
2001-2002,Male,40-49,All,Saturated Fat,33.3,1.3,30.8,35.7,,,,
2001-2002,Male,50-59,All,Saturated Fat,28.4,1.3,25.9,30.8,,,,
2001-2002,Male,60-69,All,Saturated Fat,26.9,1.6,23.7,30,,,,
2001-2002,Male,70 and over,All,Saturated Fat,22.8,0.6,21.6,24,,,,
2001-2002,All,19-Feb,All,Sodium,"3,079.00",35.4,"3,009.10","3,149.00",,,,
2001-2002,All,19-Feb,Non-Hispanic White,Sodium,"3,011.10",55,"2,902.50","3,119.70",,,,
2001-2002,All,19-Feb,Non-Hispanic Black,Sodium,"3,285.50",91,"3,105.80","3,465.30",,,,
2001-2002,All,19-Feb,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,19-Feb,Mexican American,Sodium,"3,066.00",83.2,"2,901.60","3,230.50",,,,
2001-2002,All,5-Feb,All,Sodium,"2,409.20",38.4,"2,333.30","2,485.00",,,,
2001-2002,All,11-Jun,All,Sodium,"3,113.10",82,"2,951.10","3,275.10",,,,
2001-2002,All,19-Dec,All,Sodium,"3,372.90",67.7,"3,239.10","3,506.70",,,,
2001-2002,All,20 and over,All,Sodium,"3,434.60",41.3,"3,353.00","3,516.10",,,,
2001-2002,All,20 and over,Non-Hispanic White,Sodium,"3,511.40",57.7,"3,397.40","3,625.40",,,,
2001-2002,All,20 and over,Non-Hispanic Black,Sodium,"3,314.30",100.9,"3,115.00","3,513.60",,,,
2001-2002,All,20 and over,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,20 and over,Mexican American,Sodium,"3,231.60",111.4,"3,011.50","3,451.80",,,,
2001-2002,All,20-29,All,Sodium,"3,667.80",85.7,"3,498.50","3,837.10",,,,
2001-2002,All,30-39,All,Sodium,"3,803.40",96.2,"3,613.40","3,993.40",,,,
